"STATION","DATE","DLY-PRCP-25PCTL","DLY-PRCP-50PCTL","DLY-PRCP-75PCTL","DLY-PRCP-PCTALL-GE001HI","DLY-PRCP-PCTALL-GE010HI","DLY-PRCP-PCTALL-GE050HI","DLY-PRCP-PCTALL-GE100HI","DLY-SNOW-25PCTL","DLY-SNOW-50PCTL","DLY-SNOW-75PCTL","DLY-SNOW-PCTALL-GE001TI","DLY-SNOW-PCTALL-GE010TI","DLY-SNOW-PCTALL-GE030TI","DLY-SNOW-PCTALL-GE050TI","DLY-SNOW-PCTALL-GE100TI","DLY-SNWD-25PCTL","DLY-SNWD-50PCTL","DLY-SNWD-75PCTL","DLY-SNWD-PCTALL-GE001WI","DLY-SNWD-PCTALL-GE003WI","DLY-SNWD-PCTALL-GE005WI","DLY-SNWD-PCTALL-GE010WI","MTD-PRCP-NORMAL","MTD-SNOW-NORMAL","YTD-PRCP-NORMAL","YTD-SNOW-NORMAL"
"USC00415018","01-13","0.03","0.11","0.30","22.8","126","41","12","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","2","0","0","0","0.72","0.0","0.72","0.0"
"USC00415018","01-14","0.03","0.11","0.30","22.8","126","41","12","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","2","0","0","0","0.77","0.0","0.77","0.0"
"USC00415018","01-15","0.03","0.11","0.30","22.8","126","41","13","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","2","0","0","0","0.83","0.0","0.83","0.0"
"USC00415018","01-16","0.03","0.12","0.30","22.8","127","41","13","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","0.89","0.1","0.89","0.1"
"USC00415018","01-17","0.03","0.12","0.30","22.9","127","41","13","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","0.95","0.1","0.95","0.1"
"USC00415018","01-18","0.04","0.12","0.30","22.9","128","42","13","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.00","0.1","1.00","0.1"
"USC00415018","01-19","0.04","0.12","0.31","22.9","128","42","13","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.07","0.1","1.07","0.1"
"USC00415018","01-20","0.04","0.12","0.31","22.9","128","42","14","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.13","0.1","1.13","0.1"
"USC00415018","01-21","0.04","0.12","0.31","22.9","127","42","14","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.20","0.1","1.20","0.1"
"USC00415018","01-22","0.04","0.12","0.31","22.9","127","42","14","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.27","0.1","1.27","0.1"
"USC00415018","01-23","0.04","0.12","0.31","22.9","127","43","14","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.34","0.1","1.34","0.1"
"USC00415018","01-24","0.04","0.12","0.31","22.8","126","43","15","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.41","0.1","1.41","0.1"
"USC00415018","01-25","0.04","0.12","0.32","22.8","126","44","15","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.47","0.1","1.47","0.1"
"USC00415018","01-26","0.04","0.12","0.32","22.8","127","45","16","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.53","0.1","1.53","0.1"
"USC00415018","01-27","0.04","0.12","0.33","22.9","127","45","16","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.60","0.1","1.60","0.1"
"USC00415018","01-28","0.04","0.12","0.33","22.9","127","46","17","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.67","0.1","1.67","0.1"
"USC00415018","01-29","0.04","0.12","0.34","22.9","128","47","18","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.74","0.1","1.74","0.1"
"USC00415018","01-30","0.04","0.12","0.35","22.9","128","48","18","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.81","0.1","1.81","0.1"
"USC00415018","01-31","0.04","0.12","0.35","22.9","128","48","19","-6666","-6666","-6666","5","3","0","0","0","-6666","-6666","-6666","1","0","0","0","1.88","0.1","1.88","0.1"
"USW00023034","01-01","0.02","0.08","0.23","14.7","63","16","6","-6666","-6666","-6666","21","13","2","1","0","-6666","-6666","-6666","15","2","2","0","0.03","0.0","0.03","0.0"
"USW00023034","01-02","0.02","0.08","0.23","14.7","63","16","6","-6666","-6666","-6666","22","13","2","1","0","-6666","-6666","-6666","15","2","2","0","0.06","0.1","0.06","0.1"
"USW00023034","01-03","0.02","0.08","0.23","14.7","63","16","6","-6666","-6666","-6666","22","13","2","1","0","-6666","-6666","-6666","16","2","2","0","0.08","0.1","0.08","0.1"
"USW00023034","01-04","0.02","0.08","0.23","14.7","64","16","6","-6666","-6666","-6666","22","13","2","1","0","-6666","-6666","-6666","16","3","2","0","0.11","0.2","0.11","0.2"
"USW00023034","01-05","0.02","0.08","0.23","14.7","64","17","6","-6666","-6666","-6666","23","14","2","1","0","-6666","-6666","-6666","17","3","2","0","0.14","0.2","0.14","0.2"
"USW00023034","01-06","0.03","0.08","0.23","14.7","64","17","7","-6666","-6666","-6666","23","14","2","1","0","-6666","-6666","-6666","17","3","3","0","0.17","0.2","0.17","0.2"
"USW00023034","01-07","0.03","0.08","0.23","14.8","65","17","7","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","18","3","3","0","0.19","0.3","0.19","0.3"
"USW00023034","01-08","0.03","0.08","0.24","14.8","66","17","7","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","18","3","3","0","0.22","0.3","0.22","0.3"
"USW00023034","01-09","0.03","0.08","0.24","14.9","67","18","7","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","18","3","3","0","0.25","0.4","0.25","0.4"
"USW00023034","01-10","0.03","0.08","0.24","14.9","67","18","7","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","19","3","3","0","0.27","0.4","0.27","0.4"
"USW00023034","01-11","0.03","0.08","0.24","15.0","68","18","7","-6666","-6666","-6666","25","14","2","1","0","-6666","-6666","-6666","19","3","3","0","0.30","0.5","0.30","0.5"
"USW00023034","01-12","0.03","0.08","0.23","15.1","68","18","7","-6666","-6666","-6666","25","15","2","1","0","-6666","-6666","-6666","19","3","3","0","0.33","0.5","0.33","0.5"
"USW00023034","01-13","0.03","0.08","0.23","15.1","68","18","7","-6666","-6666","-6666","25","15","2","1","0","-6666","-6666","-6666","20","3","3","0","0.35","0.6","0.35","0.6"
"USW00023034","01-14","0.03","0.08","0.23","15.2","68","18","8","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","20","3","3","0","0.38","0.6","0.38","0.6"
"USW00023034","01-15","0.03","0.08","0.23","15.3","69","18","8","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","20","3","3","0","0.41","0.6","0.41","0.6"
"USW00023034","01-16","0.03","0.08","0.23","15.3","69","18","8","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","19","3","3","0","0.44","0.7","0.44","0.7"
"USW00023034","01-17","0.03","0.08","0.23","15.4","69","18","8","-6666","-6666","-6666","24","14","2","1","0","-6666","-6666","-6666","19","3","3","0","0.46","0.7","0.46","0.7"
"USW00023034","01-18","0.03","0.08","0.23","15.5","69","19","8","-6666","-6666","-6666","23","13","2","1","0","-6666","-6666","-6666","19","3","3","0","0.49","0.8","0.49","0.8"
"USW00023034","01-19","0.03","0.08","0.23","15.5","69","19","8","-6666","-6666","-6666","23","13","2","1","0","-6666","-6666","-6666","18","3","3","0","0.52","0.8","0.52","0.8"
"USW00023034","01-20","0.03","0.08","0.23","15.5","69","19","8","-6666","-6666","-6666","22","12","2","1","0","-6666","-6666","-6666","18","3","3","0","0.55","0.9","0.55","0.9"
"USW00023034","01-21","0.03","0.08","0.23","15.5","70","19","8","-6666","-6666","-6666","22","12","2","1","0","-6666","-6666","-6666","17","3","3","0","0.59","0.9","0.59","0.9"
"USW00023034","01-22","0.03","0.08","0.23","15.5","70","19","8","-6666","-6666","-6666","21","12","2","1","0","-6666","-6666","-6666","17","2","2","0","0.62","0.9","0.62","0.9"
"USW00023034","01-23","0.03","0.08","0.23","15.5","70","19","8","-6666","-6666","-6666","21","11","2","1","0","-6666","-6666","-6666","16","2","2","0","0.66","1.0","0.66","1.0"
"USW00023034","01-24","0.03","0.08","0.23","15.5","70","19","8","-6666","-6666","-6666","20","10","1","1","0","-6666","-6666","-6666","16","2","2","0","0.70","1.0","0.70","1.0"
"USW00023034","01-25","0.03","0.08","0.23","15.6","71","20","8","-6666","-6666","-6666","20","10","1","1","0","-6666","-6666","-6666","15","2","2","0","0.73","1.0","0.73","1.0"
"USW00023034","01-26","0.03","0.08","0.23","15.6","71","20","8","-6666","-6666","-6666","19","10","1","1","0","-6666","-6666","-6666","15","2","2","0","0.76","1.1","0.76","1.1"
"USW00023034","01-27","0.03","0.08","0.23","15.7","72","20","8","-6666","-6666","-6666","19","9","1","1","0","-6666","-6666","-6666","14","2","2","0","0.80","1.1","0.80","1.1"
"USW00023034","01-28","0.03","0.08","0.23","15.8","73","20","8","-6666","-6666","-6666","18","9","1","1","0","-6666","-6666","-6666","14","2","2","0","0.83","1.1","0.83","1.1"
"USW00023034","01-29","0.03","0.08","0.24","15.9","74","21","8","-6666","-6666","-6666","18","8","1","1","0","-6666","-6666","-6666","13","2","2","0","0.87","1.2","0.87","1.2"
"USW00023034","01-30","0.03","0.08","0.24","16.0","74","21","8","-6666","-6666","-6666","17","8","1","0","0","-6666","-6666","-6666","13","2","2","0","0.90","1.2","0.90","1.2"
"USW00023034","01-31","0.03","0.08","0.24","16.1","75","21","9","-6666","-6666","-6666","17","8","1","0","0","-6666","-6666","-6666","12","1","1","0","0.93","1.2","0.93","1.2"
"USW00093042","01-01","0.02","0.06","0.14","11.1","39","5","1","-6666","-6666","-6666","87","38","15","6","2","1","2","4","131","62","27","4","0.02","0.1","0.02","0.1"
"USW00093042","01-02","0.02","0.06","0.14","11.0","38","5","1","-6666","-6666","-6666","87","39","15","6","2","1","2","4","132","62","28","4","0.03","0.2","0.03","0.2"
"USW00093042","01-03","0.02","0.06","0.14","10.9","38","5","1","-6666","-6666","-6666","86","39","15","6","2","1","2","4","133","63","28","5","0.04","0.4","0.04","0.4"
"USW00093042","01-04","0.02","0.06","0.14","10.8","38","5","1","-6666","-6666","-6666","86","39","15","6","2","1","2","4","134","64","28","5","0.06","0.5","0.06","0.5"
"USW00093042","01-05","0.02","0.06","0.14","10.7","38","5","1","-6666","-6666","-6666","86","40","15","6","2","1","2","4","135","65","29","5","0.07","0.6","0.07","0.6"
"USW00093042","01-06","0.02","0.06","0.15","10.6","38","6","1","-6666","-6666","-6666","87","40","15","6","2","1","2","4","136","66","29","5","0.09","0.8","0.09","0.8"
"USW00093042","01-07","0.02","0.06","0.16","10.6","38","6","2","-6666","-6666","-6666","87","41","16","7","2","1","2","4","138","67","30","5","0.10","0.9","0.10","0.9"
"USW00093042","01-08","0.02","0.06","0.16","10.5","38","6","2","-6666","-6666","-6666","87","41","16","7","2","1","2","4","139","69","30","5","0.11","1.0","0.11","1.0"
"USW00093042","01-09","0.02","0.06","0.17","10.4","38","6","2","-6666","-6666","-6666","87","42","16","7","2","1","3","4","140","70","31","5","0.13","1.1","0.13","1.1"
"USW00093042","01-10","0.02","0.07","0.17","10.4","38","6","2","-6666","-6666","-6666","88","43","16","7","2","1","3","4","142","71","32","6","0.14","1.3","0.14","1.3"
"USW00093042","01-11","0.02","0.07","0.18","10.3","38","6","2","-6666","-6666","-6666","88","43","16","7","2","1","3","4","143","72","33","6","0.16","1.4","0.16","1.4"
"USW00093042","01-12","0.02","0.07","0.18","10.3","38","7","2","-6666","-6666","-6666","88","43","16","7","2","2","3","4","145","73","33","6","0.17","1.5","0.17","1.5"
"USW00093042","01-13","0.02","0.07","0.19","10.2","38","7","2","-6666","-6666","-6666","88","43","17","7","2","2","3","4","146","73","34","6","0.18","1.6","0.18","1.6"
"USW00093042","01-14","0.02","0.07","0.19","10.2","38","7","2","-6666","-6666","-6666","88","44","17","7","2","2","3","4","146","74","34","6","0.20","1.7","0.20","1.7"
"USW00093042","01-15","0.02","0.07","0.20","10.1","39","7","2","-6666","-6666","-6666","88","44","17","7","2","2","3","4","147","74","35","6","0.21","1.8","0.21","1.8"
"USW00093042","01-16","0.02","0.08","0.20","10.1","39","7","2","-6666","-6666","-6666","89","45","17","7","2","2","2","4","148","74","36","7","0.23","2.0","0.23","2.0"
"USW00093042","01-17","0.02","0.08","0.21","10.0","39","7","2","-6666","-6666","-6666","89","45","17","7","2","2","2","4","149","75","36","7","0.25","2.1","0.25","2.1"
"USW00093042","01-18","0.02","0.08","0.21","10.0","40","7","2","-6666","-6666","-6666","89","45","18","7","2","2","2","4","150","75","37","7","0.27","2.2","0.27","2.2"
"USW00093042","01-19","0.02","0.08","0.22","10.0","41","7","3","-6666","-6666","-6666","89","46","18","7","2","2","2","5","151","75","38","7","0.28","2.4","0.28","2.4"
"USW00093042","01-20","0.02","0.08","0.23","9.9","41","7","3","-6666","-6666","-6666","89","46","18","8","2","2","2","5","151","76","38","7","0.30","2.5","0.30","2.5"
"USW00093042","01-21","0.02","0.08","0.24","9.9","42","8","3","-6666","-6666","-6666","89","46","18","8","2","2","2","5","152","76","39","7","0.32","2.7","0.32","2.7"
"USW00093042","01-22","0.02","0.08","0.23","10.0","43","8","3","-6666","-6666","-6666","89","46","18","8","2","2","2","5","152","75","40","7","0.34","2.9","0.34","2.9"
"USW00093042","01-23","0.02","0.09","0.23","10.0","44","8","3","-6666","-6666","-6666","89","46","19","8","2","2","2","5","152","75","40","7","0.36","3.0","0.36","3.0"
"USW00093042","01-24","0.02","0.09","0.23","10.0","44","8","3","-6666","-6666","-6666","89","46","19","8","2","2","2","5","152","74","40","7","0.38","3.2","0.38","3.2"
"USW00093042","01-25","0.02","0.09","0.23","10.1","45","8","3","-6666","-6666","-6666","88","46","19","8","1","1","2","5","151","74","40","7","0.40","3.4","0.40","3.4"
"USW00093042","01-26","0.02","0.09","0.23","10.2","46","8","3","-6666","-6666","-6666","88","46","19","8","1","1","2","5","150","73","41","7","0.42","3.5","0.42","3.5"
"USW00093042","01-27","0.02","0.09","0.23","10.2","47","8","3","-6666","-6666","-6666","88","46","19","8","1","1","2","5","149","72","41","7","0.44","3.7","0.44","3.7"
"USW00093042","01-28","0.02","0.09","0.22","10.3","48","8","3","-6666","-6666","-6666","88","46","19","8","1","1","2","5","148","71","41","7","0.46","3.8","0.46","3.8"
"USW00093042","01-29","0.02","0.09","0.22","10.3","48","8","3","-6666","-6666","-6666","88","46","20","8","1","1","2","5","146","71","42","7","0.48","4.0","0.48","4.0"
"USW00093042","01-30","0.02","0.08","0.22","10.3","48","8","3","-6666","-6666","-6666","88","45","20","8","1","1","2","5","145","70","42","7","0.50","4.1","0.50","4.1"
"USW00093042","01-31","0.02","0.08","0.21","10.4","48","8","3","-6666","-6666","-6666","88","45","20","8","1","1","2","5","143","70","42","6","0.52","4.3","0.52","4.3"
"USC00418646","01-01","0.04","0.12","0.33","25.6","140","48","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.05","0.0","0.05","0.0"
"USC00418646","01-02","0.04","0.12","0.33","25.7","140","48","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.11","0.0","0.11","0.0"
"USC00418646","01-03","0.04","0.12","0.33","25.7","141","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.16","0.0","0.16","0.0"
"USC00418646","01-04","0.04","0.12","0.32","25.7","141","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.22","0.0","0.22","0.0"
"USC00418646","01-05","0.04","0.12","0.32","25.7","142","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.28","0.0","0.28","0.0"
"USC00418646","01-06","0.04","0.12","0.32","25.7","142","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.34","0.0","0.34","0.0"
"USC00418646","01-07","0.04","0.12","0.32","25.7","142","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.39","0.0","0.39","0.0"
"USC00418646","01-08","0.04","0.12","0.32","25.7","142","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.45","0.0","0.45","0.0"
"USC00418646","01-09","0.04","0.12","0.32","25.6","143","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.51","0.0","0.51","0.0"
"USC00418646","01-10","0.04","0.12","0.32","25.6","143","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.57","0.0","0.57","0.0"
"USC00418646","01-11","0.04","0.12","0.32","25.6","143","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.63","0.0","0.63","0.0"
"USC00418646","01-12","0.04","0.12","0.32","25.7","143","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.69","0.0","0.69","0.0"
"USC00418646","01-13","0.04","0.13","0.32","25.7","144","47","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.75","0.0","0.75","0.0"
"USC00418646","01-14","0.04","0.13","0.33","25.8","144","48","21",,,,"0","0","0","0","0",,,,"0","0","0","0","0.81","0.0","0.81","0.0"
"USC00418646","01-15","0.04","0.13","0.33","25.8","145","48","20",,,,"0","0","0","0","0",,,,"0","0","0","0","0.88","0.0","0.88","0.0"
"USC00418646","01-16","0.04","0.13","0.33","25.9","145","48","20",,,,"0","0","0","0","0",,,,"0","0","0","0","0.94","0.0","0.94","0.0"
"USC00418646","01-17","0.04","0.13","0.33","26.0","145","49","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.01","0.0","1.01","0.0"
"USC00418646","01-18","0.04","0.12","0.33","26.1","146","49","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.08","0.0","1.08","0.0"
"USC00418646","01-19","0.04","0.12","0.33","26.2","146","49","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.15","0.0","1.15","0.0"
"USC00418646","01-20","0.04","0.12","0.33","26.2","146","49","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.23","0.0","1.23","0.0"
"USC00418646","01-21","0.04","0.12","0.33","26.2","146","50","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.31","0.0","1.31","0.0"
"USC00418646","01-22","0.04","0.12","0.33","26.3","146","50","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.39","0.0","1.39","0.0"
"USC00418646","01-23","0.04","0.12","0.33","26.3","145","50","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.48","0.0","1.48","0.0"
"USC00418646","01-24","0.04","0.12","0.33","26.4","146","51","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.56","0.0","1.56","0.0"
"USC00418646","01-25","0.04","0.12","0.34","26.4","146","51","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.64","0.0","1.64","0.0"
"USC00418646","01-26","0.04","0.12","0.34","26.4","146","52","19",,,,"0","0","0","0","0",,,,"0","0","0","0","1.72","0.0","1.72","0.0"
"USC00418646","01-27","0.04","0.12","0.35","26.5","147","53","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.81","0.0","1.81","0.0"
"USC00418646","01-28","0.04","0.12","0.35","26.6","147","54","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.89","0.0","1.89","0.0"
"USC00418646","01-29","0.04","0.12","0.36","26.6","147","55","20",,,,"0","0","0","0","0",,,,"0","0","0","0","1.97","0.0","1.97","0.0"
"USC00418646","01-30","0.04","0.12","0.36","26.7","148","55","20",,,,"0","0","0","0","0",,,,"0","0","0","0","2.05","0.0","2.05","0.0"
"USC00418646","01-31","0.04","0.12","0.37","26.7","148","56","20",,,,"0","0","0","0","0",,,,"0","0","0","0","2.13","0.0","2.13","0.0"
"USW00053968","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.07",,"0.07",
"USW00053968","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.15",,"0.15",
"USW00053968","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.24",,"0.24",
"USW00053968","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.34",,"0.34",
"USW00053968","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.43",,"0.43",
"USW00053968","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.52",,"0.52",
"USW00053968","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.59",,"0.59",
"USW00053968","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.67",,"0.67",
"USW00053968","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.74",,"0.74",
"USW00053968","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.83",,"0.83",
"USW00053968","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.92",,"0.92",
"USW00053968","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.99",,"0.99",
"USW00053968","01-13",,,,,,,,,,,,,,,,,,,,,,,"1.08",,"1.08",
"USW00053968","01-14",,,,,,,,,,,,,,,,,,,,,,,"1.17",,"1.17",
"USW00053968","01-15",,,,,,,,,,,,,,,,,,,,,,,"1.27",,"1.27",
"USW00053968","01-16",,,,,,,,,,,,,,,,,,,,,,,"1.38",,"1.38",
"USW00053968","01-17",,,,,,,,,,,,,,,,,,,,,,,"1.49",,"1.49",
"USW00053968","01-18",,,,,,,,,,,,,,,,,,,,,,,"1.61",,"1.61",
"USW00053968","01-19",,,,,,,,,,,,,,,,,,,,,,,"1.74",,"1.74",
"USW00053968","01-20",,,,,,,,,,,,,,,,,,,,,,,"1.86",,"1.86",
"USW00053968","01-21",,,,,,,,,,,,,,,,,,,,,,,"1.98",,"1.98",
"USW00053968","01-22",,,,,,,,,,,,,,,,,,,,,,,"2.09",,"2.09",
"USW00053968","01-23",,,,,,,,,,,,,,,,,,,,,,,"2.20",,"2.20",
"USW00053968","01-24",,,,,,,,,,,,,,,,,,,,,,,"2.32",,"2.32",
"USW00053968","01-25",,,,,,,,,,,,,,,,,,,,,,,"2.43",,"2.43",
"USW00053968","01-26",,,,,,,,,,,,,,,,,,,,,,,"2.55",,"2.55",
"USW00053968","01-27",,,,,,,,,,,,,,,,,,,,,,,"2.69",,"2.69",
"USW00053968","01-28",,,,,,,,,,,,,,,,,,,,,,,"2.82",,"2.82",
"USW00053968","01-29",,,,,,,,,,,,,,,,,,,,,,,"2.96",,"2.96",
"USW00053968","01-30",,,,,,,,,,,,,,,,,,,,,,,"3.09",,"3.09",
"USW00053968","01-31",,,,,,,,,,,,,,,,,,,,,,,"3.21",,"3.21",
"USC00410805","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.03",,"0.03",
"USC00410805","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.08",,"0.08",
"USC00410805","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.12",,"0.12",
"USC00410805","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.17",,"0.17",
"USC00410805","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.22",,"0.22",
"USC00410805","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.27",,"0.27",
"USC00410805","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.32",,"0.32",
"USC00410805","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.36",,"0.36",
"USC00410805","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.41",,"0.41",
"USC00410805","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.46",,"0.46",
"USC00410805","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.51",,"0.51",
"USC00410805","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.56",,"0.56",
"USC00410805","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.61",,"0.61",
"USC00410805","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.66",,"0.66",
"USC00410805","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.71",,"0.71",
"USC00410805","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.76",,"0.76",
"USC00410805","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.81",,"0.81",
"USC00410805","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.86",,"0.86",
"USC00410805","01-19",,,,,,,,,,,,,,,,,,,,,,,"0.91",,"0.91",
"USC00410805","01-20",,,,,,,,,,,,,,,,,,,,,,,"0.97",,"0.97",
"USC00410805","01-21",,,,,,,,,,,,,,,,,,,,,,,"1.02",,"1.02",
"USC00410805","01-22",,,,,,,,,,,,,,,,,,,,,,,"1.08",,"1.08",
"USC00410805","01-23",,,,,,,,,,,,,,,,,,,,,,,"1.14",,"1.14",
"USC00410805","01-24",,,,,,,,,,,,,,,,,,,,,,,"1.19",,"1.19",
"USC00410805","01-25",,,,,,,,,,,,,,,,,,,,,,,"1.25",,"1.25",
"USC00410805","01-26",,,,,,,,,,,,,,,,,,,,,,,"1.31",,"1.31",
"USC00410805","01-27",,,,,,,,,,,,,,,,,,,,,,,"1.36",,"1.36",
"USC00410805","01-28",,,,,,,,,,,,,,,,,,,,,,,"1.42",,"1.42",
"USC00410805","01-29",,,,,,,,,,,,,,,,,,,,,,,"1.47",,"1.47",
"USC00410805","01-30",,,,,,,,,,,,,,,,,,,,,,,"1.53",,"1.53",
"USC00410805","01-31",,,,,,,,,,,,,,,,,,,,,,,"1.57",,"1.57",
"USC00410926","01-01",,,,,,,,,,,,,,,,,,,,,,,"0.07",,"0.07",
"USC00410926","01-02",,,,,,,,,,,,,,,,,,,,,,,"0.13",,"0.13",
"USC00410926","01-03",,,,,,,,,,,,,,,,,,,,,,,"0.20",,"0.20",
"USC00410926","01-04",,,,,,,,,,,,,,,,,,,,,,,"0.26",,"0.26",
"USC00410926","01-05",,,,,,,,,,,,,,,,,,,,,,,"0.32",,"0.32",
"USC00410926","01-06",,,,,,,,,,,,,,,,,,,,,,,"0.38",,"0.38",
"USC00410926","01-07",,,,,,,,,,,,,,,,,,,,,,,"0.44",,"0.44",
"USC00410926","01-08",,,,,,,,,,,,,,,,,,,,,,,"0.50",,"0.50",
"USC00410926","01-09",,,,,,,,,,,,,,,,,,,,,,,"0.55",,"0.55",
"USC00410926","01-10",,,,,,,,,,,,,,,,,,,,,,,"0.60",,"0.60",
"USC00410926","01-11",,,,,,,,,,,,,,,,,,,,,,,"0.65",,"0.65",
"USC00410926","01-12",,,,,,,,,,,,,,,,,,,,,,,"0.70",,"0.70",
"USC00410926","01-13",,,,,,,,,,,,,,,,,,,,,,,"0.75",,"0.75",
"USC00410926","01-14",,,,,,,,,,,,,,,,,,,,,,,"0.79",,"0.79",
"USC00410926","01-15",,,,,,,,,,,,,,,,,,,,,,,"0.84",,"0.84",
"USC00410926","01-16",,,,,,,,,,,,,,,,,,,,,,,"0.89",,"0.89",
"USC00410926","01-17",,,,,,,,,,,,,,,,,,,,,,,"0.94",,"0.94",
"USC00410926","01-18",,,,,,,,,,,,,,,,,,,,,,,"0.98",,"0.98",
"USC00410926","01-19",,,,,,,,,,,,,,,,,,,,,,,"1.01",,"1.01",
"USC00410926","01-20",,,,,,,,,,,,,,,,,,,,,,,"1.04",,"1.04",
"USC00410926","01-21",,,,,,,,,,,,,,,,,,,,,,,"1.08",,"1.08",
"USC00410926","01-22",,,,,,,,,,,,,,,,,,,,,,,"1.11",,"1.11",
"USC00410926","01-23",,,,,,,,,,,,,,,,,,,,,,,"1.16",,"1.16",
"USC00410926","01-24",,,,,,,,,,,,,,,,,,,,,,,"1.20",,"1.20",
